author;city;district;street;underground
МК-Элит;Sankt-Peterburg;Tsentral'nyj;naberezhnaja Kanala Griboedova;Nevskij prospekt
LV ESTATE;Sankt-Peterburg;Petrogradskij;Malaja Raznochinnaja;Chkalovskaja
МК-Элит;Sankt-Peterburg;Tsentral'nyj;Mytninskaja;Ploschad' Vosstanija
МК-Элит;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
МК-Элит;Sankt-Peterburg;Frunzenskij;Sofijskaja;Mezhdunarodnaja
МК-Элит;Sankt-Peterburg;Admiraltejskij;Zvenigorodskaja;Zvenigorodskaja
МК-Элит;Sankt-Peterburg;Tsentral'nyj;Smol'ninskoe;Chernyshevskaja
МК-Элит;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
МК-Элит;Sankt-Peterburg;Tsentral'nyj;Ispolkomskaja;Ploschad' Aleksandra Nevskogo
МК-Элит;Sankt-Peterburg;Krasnogvardejskij;Bol'shaja Ohta;Novocherkasskaja
МК-Элит;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
МК-Элит;Sankt-Peterburg;Tsentral'nyj;Smol'ninskoe;Ploschad' Vosstanija
МК-Элит;Sankt-Peterburg;Admiraltejskij;Admiraltejskij;Admiraltejskaja
МК-Элит;Sankt-Peterburg;Moskovskij;Varshavskaja;Park Pobedy
МК-Элит;Sankt-Peterburg;Krasnosel'skij;Jugo-Zapad;Leninskij prospekt
МК-Элит;Sankt-Peterburg;Kurortnyj;Primorskoe shosse;Staraja Derevnja
МК-Элит;Sankt-Peterburg;Petrogradskij;Remeslennaja;Sportivnaja
МК-Элит;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
МК-Элит;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
МК-Элит;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
МК-Элит;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
МК-Элит;Sankt-Peterburg;Vyborgskij;Sampsonievskoe;Ploschad' Lenina
МК-Элит;Sankt-Peterburg;Petrogradskij;Vjazovaja;Krestovskij ostrov
МК-Элит;Sankt-Peterburg;Krasnosel'skij;Juzhno-Primorskij;Leninskij prospekt
МК-Элит;Sankt-Peterburg;Tsentral'nyj;Smol'ninskoe;Ploschad' Vosstanija
МК-Элит;Sankt-Peterburg;Admiraltejskij;Mozhajskaja;Pushkinskaja
МК-Элит;Sankt-Peterburg;Primorskij;Beloostrovskaja;Lesnaja
МК-Элит;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
МК-Элит;Sankt-Peterburg;Vasileostrovskij;Ural'skaja;Vasileostrovskaja
МК-Элит;Sankt-Peterburg;Vasileostrovskij;2-ja Vasil'evskogo ostrova linija;Sportivnaja
МК-Элит;Sankt-Peterburg;Admiraltejskij;Izmajlovskoe;Frunzenskaja
МК-Элит;Sankt-Peterburg;Petrogradskij;Vjazovaja;Krestovskij ostrov
ID 79932855;Sankt-Peterburg;Krasnosel'skij;Juzhno-Primorskij;Leninskij prospekt
NEDmax;Sankt-Peterburg;Moskovskij;Moskovskaja zastava;Park Pobedy
BR Group;Sankt-Peterburg;Moskovskij;Altajskaja;Moskovskaja
ПИА Недвижимость;Sankt-Peterburg;Kurortnyj;prospekt Sovetskij;Begovaja
IVA;Sankt-Peterburg;Vyborgskij;Svetlanovskoe;Udel'naja
Sever Group;Sankt-Peterburg;Primorskij;Gluharskaja;Komendantskij prospekt
BR Group;Sankt-Peterburg;Petrogradskij;Kronverkskoe;Gor'kovskaja
PRO.Flat;Sankt-Peterburg;Primorskij;Turistskaja;Staraja Derevnja
ПИА Недвижимость;Sankt-Peterburg;Vasileostrovskij;Nalichnaja;Vasileostrovskaja
Sever Group;Sankt-Peterburg;Primorskij;Kolomjagi;Komendantskij prospekt
BR Group;Sankt-Peterburg;Primorskij;Plesetskaja;Ozerki
ПИА Недвижимость;Sankt-Peterburg;Admiraltejskij;Izmajlovskoe;Frunzenskaja
BR Group;Sankt-Peterburg;Vyborgskij;Fedora Abramova;Parnas
ПИА Недвижимость;Sankt-Peterburg;Vasileostrovskij;Cheljuskina;Primorskaja
BR Group;Sankt-Peterburg;Petrodvortsovyj;Ropshinskoe shosse;Prospekt Veteranov
ПИА Недвижимость;Sankt-Peterburg;Admiraltejskij;Izmajlovskoe;Frunzenskaja
BR Group;Sankt-Peterburg;Vasileostrovskij;Korablestroitelej;Primorskaja
BEYOND. ex-Engel  Volkers;Sankt-Peterburg;Primorskij;Savushkina;Staraja Derevnja
МетрУМ;Sankt-Peterburg;Krasnosel'skij;Juzhno-Primorskij;Avtovo
СТАТУС;Sankt-Peterburg;Nevskij;Rybatskoe;Rybatskoe
NF GROUP  St Petersburg;Sankt-Peterburg;Vasileostrovskij;17-ja Vasil'evskogo ostrova linija;Vasileostrovskaja
Коллегия Риэлторов;Sankt-Peterburg;Vyborgskij;Kompozitorov;Prospekt Prosveschenija
РосРеал;Sankt-Peterburg;Primorskij;Mebel'naja;Begovaja
НЕВА Недвижимость;Sankt-Peterburg;Primorskij;Mebel'naja;Begovaja
PRO.Flat;Sankt-Peterburg;Moskovskij;Chernigovskaja;Moskovskie vorota
ID 33695124;Sankt-Peterburg;Vasileostrovskij;Gavan';Vasileostrovskaja
Active Group - Арендафон. Штаб Квартир;Sankt-Peterburg;Moskovskij;Zvezdnoe;Zvezdnaja
Active Group - Арендафон. Штаб Квартир;Sankt-Peterburg;Krasnogvardejskij;Malaja Ohta;Novocherkasskaja
PRO.Flat;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
ID 64819544;Sankt-Peterburg;Vasileostrovskij;Ostrov Dekabristov;Sportivnaja
Insiders;Sankt-Peterburg;Tsentral'nyj;Smol'ninskoe;Chernyshevskaja
РусланD;Sankt-Peterburg;Petrogradskij;Chkalovskoe;Chkalovskaja
LV ESTATE;Sankt-Peterburg;Vasileostrovskij;Gavan';Primorskaja
ID 786493;Sankt-Peterburg;Moskovskij;Moskovskaja zastava;Elektrosila
Мосфинансхолдинг;Sankt-Peterburg;Kalininskij;Grazhdanka;Akademicheskaja
ИП Лайкова И.Н.;Sankt-Peterburg;Kirovskij;Dachnoe;Leninskij prospekt
ТВОЁ ПРОСТРАНСТВО;Sankt-Peterburg;Vyborgskij;Manchesterskaja;Udel'naja
Golden Home;Sankt-Peterburg;Kirovskij;Leni Golikova;Prospekt Veteranov
ID 101373011;Sankt-Peterburg;Kalininskij;Grazhdanka;Ploschad' Muzhestva
М16;Sankt-Peterburg;Vasileostrovskij;Gavan';Admiraltejskaja
МетрУМ;Sankt-Peterburg;Admiraltejskij;11-ja Krasnoarmejskaja;Baltijskaja
PRO.Flat;Sankt-Peterburg;Vasileostrovskij;Morskoj;Primorskaja
Golden Home;Sankt-Peterburg;Krasnosel'skij;Juzhno-Primorskij;Leninskij prospekt
РосРеал;Sankt-Peterburg;Moskovskij;Varshavskaja;Park Pobedy
ID 14520676;Sankt-Peterburg;Krasnogvardejskij;Korneja Chukovskogo;Devjatkino
АРИСТА;Sankt-Peterburg;Moskovskij;Srednerogatskaja;Zvezdnaja
Елена Уманская;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
АРИСТА;Sankt-Peterburg;Vasileostrovskij;prospekt Srednij Vasil'evskogo ostrova;Vasileostrovskaja
PRO.Flat;Sankt-Peterburg;Moskovskij;Zvezdnaja;Zvezdnaja
Active Group - Арендафон. Штаб Квартир;Sankt-Peterburg;Kalininskij;Piskarevka;Ploschad' Muzhestva
Active Group - Арендафон. Штаб Квартир;Sankt-Peterburg;Petrogradskij;Petrovskij;Krestovskij ostrov
Active Group - Арендафон. Штаб Квартир;Sankt-Peterburg;Petrogradskij;Kemskaja;Krestovskij ostrov
Петербургская Недвижимость;Sankt-Peterburg;Krasnosel'skij;Sosnovaja poljana;Prospekt Veteranov
Группа Эталон;Sankt-Peterburg;Primorskij;Kolomjagi;Komendantskij prospekt
Петербургская Недвижимость;Sankt-Peterburg;Primorskij;Kolomjagi;Komendantskij prospekt
Петербургская Недвижимость;Sankt-Peterburg;Krasnosel'skij;Sosnovaja poljana;Prospekt Veteranov
Петербургская Недвижимость;Sankt-Peterburg;Moskovskij;Pulkovskij meridian;Zvezdnaja
Группа Аквилон;Sankt-Peterburg;Petrogradskij;Lodejnopol'skaja;Chkalovskaja
IVA;Sankt-Peterburg;Primorskij;Komendantskij aerodrom;Pionerskaja
BE HOME;Sankt-Peterburg;Moskovskij;Pilotov;Prospekt Veteranov
KARTES;Sankt-Peterburg;Kirovskij;Soldata Korzuna;Prospekt Veteranov
Школа Недвижимости;Sankt-Peterburg;Vyborgskij;Parnas;Parnas
ЕОН Недвижимость;Sankt-Peterburg;Tsentral'nyj;Vladimirskij;Zvenigorodskaja
ВСЯ НЕДВИЖИМОСТЬ ПЕТЕРБУРГА;Sankt-Peterburg;Frunzenskij;Budapeshtskaja;Mezhdunarodnaja
RBG Недвижимость  Realty Broker Group;Sankt-Peterburg;Primorskij;Marshala Novikova;Komendantskij prospekt
Городской департамент недвижимости;Sankt-Peterburg;Primorskij;Komendantskij aerodrom;Pionerskaja
Century 21 Гарант;Sankt-Peterburg;Kalininskij;Hlopina;Ploschad' Muzhestva
НАШ ГОРОД;Sankt-Peterburg;Vasileostrovskij;Cheljuskina;Primorskaja
Озерки;Sankt-Peterburg;Nevskij;Iskrovskij prospekt;Ulitsa Dybenko
АФИНА;Sankt-Peterburg;Nevskij;Chudnovskogo;Prospekt Bol'shevikov
Озерки;Sankt-Peterburg;Vyborgskij;Mihaila Dudina;Parnas
М16;Sankt-Peterburg;Frunzenskij;Buharestskaja;Prospekt Slavy
М16;Sankt-Peterburg;Petrogradskij;Vjazovaja;Krestovskij ostrov
ТРЕНД;Sankt-Peterburg;Nevskij;Obuhovskij;Proletarskaja
Владис Центральный;Sankt-Peterburg;Admiraltejskij;Kolomna;Baltijskaja
Ольга Данилевская;Sankt-Peterburg;Primorskij;Verbnaja;Udel'naja
QASABO;Sankt-Peterburg;Tsentral'nyj;Ligovka-Jamskaja;Ligovskij prospekt
АН Петро-риэлт;Sankt-Peterburg;Primorskij;Primorskij prospekt;Begovaja
NEDmax;Sankt-Peterburg;Petrogradskij;Aptekarskij ostrov;Petrogradskaja
Active Group - Арендафон. Штаб Квартир;Sankt-Peterburg;Petrogradskij;Chkalovskoe;Petrogradskaja
ТРЕНД;Sankt-Peterburg;Vyborgskij;Donetskaja;Parnas
Первое Красносельское;Sankt-Peterburg;Kirovskij;Ul'janka;Leninskij prospekt
ИнтерСервис Про;Sankt-Peterburg;Petrogradskij;Malaja Raznochinnaja;Chkalovskaja
Фабрика Недвижимости;Sankt-Peterburg;Primorskij;Planernaja;Komendantskij prospekt
ПетербургНедвижимость;Sankt-Peterburg;Kirovskij;Avtovo;Avtovo
ТРЕНД;Sankt-Peterburg;Vasileostrovskij;Gavan';Vasileostrovskaja
ТРЕНД;Sankt-Peterburg;Krasnogvardejskij;Magnitogorskaja;Novocherkasskaja
LV ESTATE;Sankt-Peterburg;Petrogradskij;Petrovskij;Chkalovskaja
НАШ ГОРОД;Sankt-Peterburg;Frunzenskij;Kupchinskaja;Kupchino
ТРЕНД;Sankt-Peterburg;Kalininskij;Zamshina;Vyborgskaja
ТРЕНД;Sankt-Peterburg;Primorskij;Dolgoozernaja;Komendantskij prospekt
ВСЯ НЕДВИЖИМОСТЬ ПЕТЕРБУРГА;Sankt-Peterburg;Kalininskij;Timurovskaja;Grazhdanskij prospekt
ТРЕНД;Sankt-Peterburg;Pushkinskij;Moskovskoe shosse;Kupchino
Владис Центральный;Sankt-Peterburg;Kirovskij;Dachnoe;Prospekt Veteranov
Апартаменты Петербурга;Sankt-Peterburg;Moskovskij;Varshavskaja;Elektrosila
Ю Питер;Sankt-Peterburg;Tsentral'nyj;Degtjarnaja;Ploschad' Vosstanija
Невский простор;Sankt-Peterburg;Nevskij;Podvojskogo;Prospekt Bol'shevikov
ТРЕНД;Sankt-Peterburg;Kalininskij;Grazhdanka;Akademicheskaja
ВАРИАНТ;Sankt-Peterburg;Pushkinskij;Slavjanka ter.;Kupchino
Диалог;Sankt-Peterburg;Admiraltejskij;Sennoj;Sadovaja
ТРЕНД;Sankt-Peterburg;Krasnosel'skij;Jugo-Zapad;Leninskij prospekt
Дриада;Sankt-Peterburg;Admiraltejskij;Ekateringofskij;Baltijskaja
ТРЕНД;Sankt-Peterburg;Pushkinskij;Pesochnaja;Kupchino
ТРЕНД;Sankt-Peterburg;Kirovskij;Dachnoe;Leninskij prospekt
ВСЯ НЕДВИЖИМОСТЬ ПЕТЕРБУРГА;Sankt-Peterburg;Kolpinskij;Oboronnaja;Shushary
NEDmax;Sankt-Peterburg;Tsentral'nyj;Voennaja;Ploschad' Aleksandra Nevskogo
Prime Estate;Sankt-Peterburg;Primorskij;Komendantskij aerodrom;Pionerskaja
ВСЯ НЕДВИЖИМОСТЬ ПЕТЕРБУРГА;Sankt-Peterburg;Primorskij;Chernaja rechka;Chernaja rechka
АН Петро-риэлт;Sankt-Peterburg;Krasnogvardejskij;Stahanovtsev;Novocherkasskaja
ТРЕНД;Sankt-Peterburg;Kurortnyj;doroga Tamozhennaja;Begovaja
ХочуКвартиру;Sankt-Peterburg;Nevskij;Rusanovskaja;Ulitsa Dybenko
ТРЕНД;Sankt-Peterburg;Kalininskij;Sof'i Kovalevskoj;Akademicheskaja
NEDmax;Sankt-Peterburg;Admiraltejskij;Izmajlovskoe;Frunzenskaja
ТРЕНД;Sankt-Peterburg;Frunzenskij;Kupchino;Prospekt Slavy
ТРЕНД;Sankt-Peterburg;Vyborgskij;Sampsonievskoe;Lesnaja
Golden Home;Sankt-Peterburg;Krasnogvardejskij;Bol'shaja Ohta;Ploschad' Lenina
ТРЕНД;Sankt-Peterburg;Kurortnyj;doroga Tamozhennaja;Begovaja
Concepto.;Sankt-Peterburg;Vasileostrovskij;Vadima Shefnera;Primorskaja
Созвездие Недвижимости;Sankt-Peterburg;Krasnosel'skij;Juzhno-Primorskij;Leninskij prospekt
М16;Sankt-Peterburg;Nevskij;Krylenko;Lomonosovskaja
ТРЕНД;Sankt-Peterburg;Vyborgskij;Shuvalovo-Ozerki;Prospekt Prosveschenija
Первое Красносельское;Sankt-Peterburg;Krasnogvardejskij;Bol'shaja Porohovskaja;Novocherkasskaja
АЛЕФ-недвижимость;Sankt-Peterburg;Admiraltejskij;Krasutskogo;Frunzenskaja
Первое Агентство Недвижимости;Sankt-Peterburg;Petrogradskij;Korpusnaja;Chkalovskaja
Академия - центральный офис;Sankt-Peterburg;Tsentral'nyj;Litejnyj;Chernyshevskaja
ЦН КВАДРАТ;Sankt-Peterburg;Frunzenskij;Juzhnoe shosse;Prospekt Slavy
Владис Центральный;Sankt-Peterburg;Vasileostrovskij;Gavanskaja;Primorskaja
Владис Северо-Запад;Sankt-Peterburg;Tsentral'nyj;10-ja Sovetskaja;Ploschad' Vosstanija
РОСЛЕКС;Sankt-Peterburg;Kirovskij;Dachnoe;Leninskij prospekt
Семейный Риэлтор;Sankt-Peterburg;Krasnogvardejskij;Poljustrovo;Ploschad' Lenina
АТЛАНТ;Sankt-Peterburg;Primorskij;Dolgoozernaja;Komendantskij prospekt
Prime Estate;Sankt-Peterburg;Pushkinskij;prospekt Starorusskij;Shushary
Бюро Недвижимости;Sankt-Peterburg;Primorskij;Savushkina;Begovaja
Lange and Smith;Sankt-Peterburg;Kalininskij;Finljandskij;Vyborgskaja
Lange and Smith;Sankt-Peterburg;Primorskij;Juntolovo;Pionerskaja
ХочуКвартиру;Sankt-Peterburg;Vyborgskij;Manchesterskaja;Udel'naja
Ю-Питер;Sankt-Peterburg;Tsentral'nyj;Chajkovskogo;Chernyshevskaja
Смарт Инновации;Sankt-Peterburg;Moskovskij;Gagarinskoe;Park Pobedy
Prime Estate;Sankt-Peterburg;Pushkinskij;prospekt Starorusskij;Shushary
Prime Estate;Sankt-Peterburg;Pushkinskij;prospekt Starorusskij;Shushary
ВАРИАНТ;Sankt-Peterburg;Tsentral'nyj;Chernjahovskogo;Ligovskij prospekt
Lange and Smith;Sankt-Peterburg;Petrogradskij;Petrovskij;Sportivnaja
МАЖОРДОМ;Sankt-Peterburg;Moskovskij;Moskovskaja zastava;Elektrosila
ТРЕНД;Sankt-Peterburg;Kirovskij;Ul'janka;Prospekt Veteranov
Prime Estate;Sankt-Peterburg;Pushkinskij;prospekt Starorusskij;Zvezdnaja
Метро;Sankt-Peterburg;Vasileostrovskij;Gavan';Primorskaja
СТАТУС;Sankt-Peterburg;Vasileostrovskij;Gavan';Gornyj institut
ХочуКвартиру;Sankt-Peterburg;Vasileostrovskij;Gavan';Sportivnaja
Владис Центральный;Sankt-Peterburg;Primorskij;Plesetskaja;Komendantskij prospekt
NEDmax;Sankt-Peterburg;Vasileostrovskij;Vadima Shefnera;Primorskaja
СТАТУС;Sankt-Peterburg;Moskovskij;Chernigovskaja;Moskovskie vorota
ТРЕНД;Sankt-Peterburg;Primorskij;Beloostrovskaja;Lesnaja
Столица;Sankt-Peterburg;Primorskij;Chernaja rechka;Chernaja rechka
ХочуКвартиру;Sankt-Peterburg;Nevskij;Evdokima Ogneva;Ulitsa Dybenko
НЕВАДА-ЦЕНТР;Sankt-Peterburg;Krasnogvardejskij;Korneja Chukovskogo;Grazhdanskij prospekt
СТАТУС;Sankt-Peterburg;Kalininskij;Finljandskij;Vyborgskaja
Владис Центральный;Sankt-Peterburg;Primorskij;Kolomjagi;Pionerskaja
Prime Estate;Sankt-Peterburg;Tsentral'nyj;Vladimirskij;Ligovskij prospekt
Петроградская;Sankt-Peterburg;Admiraltejskij;Galernaja;Vasileostrovskaja
ТРЕНД;Sankt-Peterburg;Tsentral'nyj;Majakovskogo;Majakovskaja
ХочуКвартиру;Sankt-Peterburg;Admiraltejskij;Izmajlovskoe;Frunzenskaja
М16;Sankt-Peterburg;Petrogradskij;Vjazovaja;Krestovskij ostrov
KARTES;Sankt-Peterburg;Frunzenskij;Tosina;Obvodnyj kanal
Прогаль;Sankt-Peterburg;Petrodvortsovyj;Puteshestvennika Kozlova;Leninskij prospekt
Квартиры СПБ;Sankt-Peterburg;Krasnogvardejskij;Malaja Ohta;Novocherkasskaja
Гарантия;Sankt-Peterburg;Moskovskij;Varshavskaja;Moskovskaja
Барокко;Sankt-Peterburg;Krasnosel'skij;Juzhno-Primorskij;Leninskij prospekt
АН РЕШЕНИЕ;Sankt-Peterburg;Vyborgskij;Fedora Abramova;Parnas
FisherGroup;Sankt-Peterburg;Kalininskij;prospekt Prosveschenija;Grazhdanskij prospekt
ТРЕНД;Sankt-Peterburg;Admiraltejskij;Labutina;Sadovaja
АН Петро-риэлт;Sankt-Peterburg;Krasnogvardejskij;Tallinskaja;Novocherkasskaja
ТРЕНД;Sankt-Peterburg;Primorskij;Beloostrovskaja;Chernaja rechka
ХочуКвартиру;Sankt-Peterburg;Admiraltejskij;11-ja Krasnoarmejskaja;Baltijskaja
М16;Sankt-Peterburg;Petrogradskij;Petrovskij;Sportivnaja
Александр Осипов;Sankt-Peterburg;Tsentral'nyj;Vladimirskij;Dostoevskaja
Этажи Санкт-Петербург;Sankt-Peterburg;Moskovskij;Lensoveta;Zvezdnaja
Century 21 Гарант;Sankt-Peterburg;Kirovskij;Dachnoe;Prospekt Veteranov
Свой Мир;Sankt-Peterburg;Frunzenskij;Tambovskaja;Obvodnyj kanal
Первое Агентство Недвижимости;Sankt-Peterburg;Vyborgskij;Sosnovskoe;Ozerki
ЮСОН;Sankt-Peterburg;Kalininskij;Karpinskogo;Akademicheskaja
Суслов недвижимость;Sankt-Peterburg;Admiraltejskij;Izmajlovskoe;Frunzenskaja
Адвекс;Sankt-Peterburg;Krasnosel'skij;Juzhno-Primorskij;Leninskij prospekt
THE KEYS;Sankt-Peterburg;Krasnogvardejskij;Bol'shaja Ohta;Novocherkasskaja
РосРеал;Sankt-Peterburg;Moskovskij;Fedora Kotanova;Zvezdnaja
Невский простор;Sankt-Peterburg;Primorskij;Komendantskij aerodrom;Pionerskaja
Этажи Санкт-Петербург;Sankt-Peterburg;Kalininskij;Brjantseva;Grazhdanskij prospekt
Семейный Риэлтор;Sankt-Peterburg;Kalininskij;Piskarevka;Lesnaja
VALO;Sankt-Peterburg;Frunzenskij;Salova;Buharestskaja
Первое Агентство Недвижимости;Sankt-Peterburg;Krasnosel'skij;Admirala Tributsa;Avtovo
ПЛОЩАДЬ;Sankt-Peterburg;Primorskij;Chernaja rechka;Chernaja rechka
ПетербургНедвижимость;Sankt-Peterburg;Kalininskij;Piskarevka;Vyborgskaja
Свой Мир;Sankt-Peterburg;Nevskij;Narodnaja;Ulitsa Dybenko
Свой Мир;Sankt-Peterburg;Nevskij;prospekt Bol'shevikov;Ulitsa Dybenko
Этажи Санкт-Петербург;Sankt-Peterburg;Vyborgskij;Zelenogorskaja;Pionerskaja
Стандарт Девелопмент;Sankt-Peterburg;Moskovskij;Srednerogatskaja;Zvezdnaja
Century 21 Гарант;Sankt-Peterburg;Primorskij;Glavnaja;Udel'naja
Этажи Санкт-Петербург;Sankt-Peterburg;Kalininskij;Botkinskaja;Ploschad' Lenina
Владис Аврора;Sankt-Peterburg;Primorskij;Plesetskaja;Komendantskij prospekt
Первое Агентство Недвижимости;Sankt-Peterburg;Primorskij;Planernaja;Komendantskij prospekt
АЛЕФ-недвижимость;Sankt-Peterburg;Moskovskij;Zvezdnoe;Zvezdnaja
Первое Агентство Недвижимости;Sankt-Peterburg;Primorskij;Studencheskaja;Chernaja rechka
Century 21 Гарант;Sankt-Peterburg;Kirovskij;Tankista Hrustitskogo;Prospekt Veteranov
RBG Недвижимость  Realty Broker Group;Sankt-Peterburg;Kalininskij;Brjantseva;Grazhdanskij prospekt
Первое Агентство Недвижимости;Sankt-Peterburg;Kirovskij;Morskoj Pehoty;Avtovo
Первое Красносельское;Sankt-Peterburg;Vyborgskij;Zarechnaja;Parnas
Century 21 Гарант;Sankt-Peterburg;Admiraltejskij;Izmajlovskoe;Baltijskaja
Этажи Санкт-Петербург;Sankt-Peterburg;Krasnosel'skij;Admirala Cherokova;Prospekt Veteranov
Будь первым;Sankt-Peterburg;Primorskij;Kolomjagi;Komendantskij prospekt
Первое Агентство Недвижимости;Sankt-Peterburg;Krasnosel'skij;Juzhno-Primorskij;Avtovo
FRAN;Sankt-Peterburg;Vyborgskij;Svetlanovskoe;Ploschad' Muzhestva
Ю-Питер;Sankt-Peterburg;Nevskij;Tel'mana;Ulitsa Dybenko
Этажи Санкт-Петербург;Sankt-Peterburg;Kalininskij;Grazhdanka;Akademicheskaja
Этажи Санкт-Петербург;Sankt-Peterburg;Moskovskij;Zvezdnoe;Zvezdnaja
Русский Фонд Недвижимости;Sankt-Peterburg;Vasileostrovskij;18-ja Vasil'evskogo ostrova linija;Vasileostrovskaja
Ставръ-недвижимость;Sankt-Peterburg;Pushkinskij;Furazhnyj pereulok;Kupchino
Century 21 Гарант;Sankt-Peterburg;Nevskij;Babushkina;Lomonosovskaja
Ваш Дом;Sankt-Peterburg;Petrogradskij;Barochnaja;Chkalovskaja
Столица;Sankt-Peterburg;Vyborgskij;Aleksandra Matrosova;Lesnaja
