author;author_type;city;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;district;street;underground
Intermark Real Estate - ранее Savills - городская недвижимость;Агентство недвижимости;Moskva;2;5;5;223.8;884718.0;198000000;2006;160.0;10.0;Pokrovskoe-Streshnevo;Nikol'skij tupik;Tushinskaja
Point Estate Город;Агентство недвижимости;Moskva;5;9;5;270.0;737037.0;199000000;2008;216.0;;Ochakovo-Matveevskoe;Starovolynskaja;Minskaja
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;3;7;5;177.0;1124293.0;199000000;1914;;;Presnenskij;Nikitskij bul'var;Arbatskaja
Penny Lane Realty Жилая недвижимость;Агентство недвижимости;Moskva;3;7;5;176.0;1130681.0;199000000;1914;107.0;20.0;Presnenskij;Nikitskij bul'var;Arbatskaja
Penny Lane Realty Жилая недвижимость;Агентство недвижимости;Moskva;5;9;5;265.8;748683.0;199000000;2008;120.0;21.0;Ochakovo-Matveevskoe;Starovolynskaja;Universitet
Chase R.E.S.;Агентство недвижимости;Moskva;3;12;5;173.0;1144508.0;198000000;2021;109.0;18.0;Hamovniki;Usacheva;Sportivnaja
Century 21 Street Realty;Агентство недвижимости;Moskva;3;3;5;385.0;519480.0;200000000;2021;;;Ochakovo-Matveevskoe;Nezhinskaja;Minskaja
Chase R.E.S.;Агентство недвижимости;Moskva;12;39;5;202.0;990099.0;200000000;2015;125.0;15.0;Ramenki;Minskaja;Minskaja
FS PROPERTY;Агентство недвижимости;Moskva;29;31;5;275.5;741589.0;204307824;2008;;;Ochakovo-Matveevskoe;Nezhinskaja;Slavjanskij bul'var
BARNES International Realty;Агентство недвижимости;Moskva;3;3;5;279.5;737019.0;205996999;;;;Basmannyj;Podsosenskij pereulok;Kurskaja
ЛюксДом;Агентство недвижимости;Moskva;3;10;5;279.0;741589.0;206903386;2009;142.0;25.0;Basmannyj;Podsosenskij pereulok;Kurskaja
PANDA ESTATE;Агентство недвижимости;Moskva;1;6;5;203.0;1019704.0;207000000;2019;115.0;12.0;Zamoskvorech'e;Malaja Ordynka;Tret'jakovskaja
Vesco Realty;Агентство недвижимости;Moskva;3;8;5;280.0;740264.0;207274181;2009;;;Basmannyj;Podsosenskij pereulok;
PEOPLE;Агентство недвижимости;Moskva;1;8;5;203.2;1018700.0;207000000;2019;122.0;11.0;Zamoskvorech'e;Malaja Ordynka;Tret'jakovskaja
Apple Real Estate;Агентство недвижимости;Moskva;12;57;5;218.0;944940.0;205996999;2006;132.0;24.0;Horoshevskij;Chapaevskij pereulok;Aeroport
TimeProperty;Агентство недвижимости;Moskva;3;10;5;279.5;741589.0;207274181;2008;144.0;80.0;Basmannyj;Podsosenskij pereulok;Kurskaja
Метриум-Премиум Городская недвижимость;Агентство недвижимости;Moskva;1;7;5;320.0;650000.0;208000000;2006;;;Ochakovo-Matveevskoe;Starovolynskaja;Minskaja
Kalinka Group;Агентство недвижимости;Moskva;4;6;5;205.0;1024390.0;210000000;1912;;;Hamovniki;2-j Obydenskij pereulok;Kropotkinskaja
Homestate;Агентство недвижимости;Moskva;9;15;5;219.8;953139.0;209500000;;141.0;14.0;Presnenskij;2-ja Zvenigorodskaja;Ulitsa 1905 goda
Chase R.E.S.;Агентство недвижимости;Moskva;1;3;5;200.0;1050000.0;210000000;2023;101.0;50.0;Horoshevo-Mnevniki;Tamanskaja;Terehovo
Метриум-Премиум Городская недвижимость;Агентство недвижимости;Moskva;5;16;5;298.0;718915.0;214236879;2000;;;Presnenskij;Zoologicheskaja;Barrikadnaja
Ashtons International Realty;Агентство недвижимости;Moskva;5;10;5;300.0;716666.0;215000000;2005;200.0;30.0;Presnenskij;Klimashkina;Ulitsa 1905 goda
Contact Real Estate;Агентство недвижимости;Moskva;4;6;5;207.0;1038647.0;215000000;2019;177.0;25.0;Ramenki;Minskaja;Minskaja
Apple Real Estate;Агентство недвижимости;Moskva;5;10;5;300.0;716666.0;215000000;2005;117.0;88.0;Presnenskij;Klimashkina;Ulitsa 1905 goda
Premium Realty;Агентство недвижимости;Moskva;3;6;5;217.0;986175.0;214000000;2019;90.0;20.0;Ramenki;Minskaja;Minskaja
NIKA ESTATE;Агентство недвижимости;Moskva;1;4;5;250.0;880000.0;220000000;1903;200.0;25.0;Presnenskij;Trehprudnyj pereulok;Pushkinskaja
Стоун Бридж эстейт;Агентство недвижимости;Moskva;7;8;5;215.0;1023255.0;220000000;1912;150.0;14.0;Presnenskij;pereulok Brjusov;Tverskaja
Premium Realty;Агентство недвижимости;Moskva;5;6;5;214.0;1028037.0;220000000;2019;90.0;20.0;Ramenki;Minskaja;Minskaja
Premium Realty;Агентство недвижимости;Moskva;2;6;5;220.0;1000000.0;220000000;2019;108.0;20.0;Ramenki;Minskaja;Minskaja
Метриум-Премиум Городская недвижимость;Агентство недвижимости;Moskva;6;8;5;171.6;1288636.0;221130000;2019;;;Ramenki;Mosfil'movskaja;Lomonosovskij prospekt
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;4;6;5;237.3;951213.0;225722999;2005;125.0;15.0;Pokrovskoe-Streshnevo;Beregovaja;Sokol
FS PROPERTY;Агентство недвижимости;Moskva;4;12;5;173.0;1300578.0;225000000;1967;;;Presnenskij;Spiridonovka;Tverskaja
Apple Real Estate;Агентство недвижимости;Moskva;5;12;5;173.0;1304757.0;225722999;1967;118.0;20.0;Presnenskij;Spiridonovka;Pushkinskaja
Мария Яковенко;Риелтор;Moskva;5;12;5;172.0;1312343.0;225722999;1967;;;Presnenskij;Spiridonovka;Tverskaja
Игорь Богусловский;Риелтор;Moskva;29;65;5;219.5;1040000.0;228280000;2023;91.0;40.0;Presnenskij;Krasnopresnenskaja naberezhnaja;Vystavochnaja
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;1;8;5;335.7;700389.0;235120855;2009;;;Hamovniki;pereulok Hilkov;Park Kul'tury
МЕЗОН;Агентство недвижимости;Moskva;23;23;5;300.0;796521.0;238956519;2002;;;Lomonosovskij;Akademika Piljugina;Prospekt Vernadskogo
Chase R.E.S.;Агентство недвижимости;Moskva;1;3;5;250.0;960000.0;240000000;;130.0;45.0;Horoshevo-Mnevniki;Tamanskaja;Krylatskoe
Метриум-Премиум Городская недвижимость;Агентство недвижимости;Moskva;9;10;5;288.8;841412.0;243000000;2011;169.0;;Zamoskvorech'e;Bol'shaja Tatarskaja;Novokuznetskaja
Smolenka Estate;Агентство недвижимости;Moskva;9;10;5;288.8;841412.0;243000000;2011;185.0;;Zamoskvorech'e;Bol'shaja Tatarskaja;Novokuznetskaja
Метриум-Премиум Городская недвижимость;Агентство недвижимости;Moskva;2;4;5;344.8;716926.0;247196399;2005;;;Krylatskoe;Ostrovnoj proezd;Molodezhnaja
Apple Real Estate;Агентство недвижимости;Moskva;1;8;5;336.0;729857.0;245232000;2009;204.0;10.0;Hamovniki;pereulok Hilkov;Kropotkinskaja
Intermark Real Estate - ранее Savills - городская недвижимость;Агентство недвижимости;Moskva;13;16;5;640.0;453125.0;290000000;2004;330.0;41.0;Ramenki;Minskaja;Minskaja
Дипломат;Агентство недвижимости;Moskva;5;8;5;240.0;1020833.0;245000000;2005;116.0;30.0;Presnenskij;Skatertnyj pereulok;Arbatskaja
Penny Lane Realty Жилая недвижимость;Агентство недвижимости;Moskva;5;8;5;240.0;1020833.0;244999999;2005;200.0;20.0;Presnenskij;Skatertnyj pereulok;Arbatskaja
Webster;Агентство недвижимости;Moskva;6;6;5;340.0;727048.0;247196399;2002;285.0;25.0;Jakimanka;Bol'shaja Poljanka;Dobryninskaja
Vesco Realty;Агентство недвижимости;Moskva;2;4;5;343.0;720689.0;247196399;2003;;;Krylatskoe;Ostrovnoj proezd;Krylatskoe
Chase R.E.S.;Агентство недвижимости;Moskva;6;6;5;340.0;727048.0;247196399;2001;250.0;30.0;Jakimanka;Bol'shaja Poljanka;Dobryninskaja
PEOPLE;Агентство недвижимости;Moskva;2;4;5;342.8;721109.0;247196399;2003;;;Krylatskoe;Ostrovnoj proezd;Krylatskoe
Всё на Рублёвке Загородная недвижимость;Агентство недвижимости;Moskva;2;4;5;343.0;720689.0;247196399;2003;;;Krylatskoe;Ostrovnoj proezd;Krylatskoe
Метриум-Премиум Городская недвижимость;Агентство недвижимости;Moskva;3;5;5;250.0;1000000.0;250000000;1910;168.0;;Hamovniki;Prechistenka;Park Kul'tury
NF Group - ex-Knight Frank Russia;Агентство недвижимости;Moskva;3;6;5;245.0;1020408.0;250000000;1910;;18.0;Hamovniki;Prechistenka;Park Kul'tury
Vesco Realty;Агентство недвижимости;Moskva;1;8;5;336.0;744047.0;250000000;2009;;;Hamovniki;pereulok Hilkov;Park Kul'tury
Капиталъ-Недвижимость;Агентство недвижимости;Moskva;7;10;5;350.0;711428.0;249000000;2017;;;Presnenskij;2-ja Chernogrjazskaja;Ulitsa 1905 goda
Ramenky Realty;Агентство недвижимости;Moskva;7;11;5;350.0;714257.0;249990000;2017;;43.0;Presnenskij;2-ja Chernogrjazskaja;Ulitsa 1905 goda
PERFECT;Агентство недвижимости;Moskva;7;8;5;350.0;714285.0;250000000;2017;250.0;78.0;Presnenskij;Sergeja Makeeva;Ulitsa 1905 goda
Management company Resource;Агентство недвижимости;Moskva;5;6;5;188.0;1372340.0;258000000;2019;;25.0;Arbat;Povarskaja;Arbatskaja
Intermark Real Estate - ранее Savills - городская недвижимость;Агентство недвижимости;Moskva;5;7;5;247.0;1048582.0;259000000;2003;197.0;25.0;Hamovniki;Bol'shoj Levshinskij pereulok;Park Kul'tury
Penny Lane Realty Жилая недвижимость;Агентство недвижимости;Moskva;6;7;5;220.0;1181818.0;260000000;1999;100.0;40.0;Hamovniki;1-j Zachat'evskij pereulok;Kropotkinskaja
Penny Lane Realty Жилая недвижимость;Агентство недвижимости;Moskva;3;5;5;234.0;1111111.0;260000000;1892;151.0;27.0;Meschanskij;Varsonof'evskij pereulok;Kuznetskij most
Century 21 Premium Property;Агентство недвижимости;Moskva;4;6;5;184.8;1400000.0;258720000;2017;102.0;17.0;Arbat;Povarskaja;
Premium Realty;Агентство недвижимости;Moskva;11;12;5;203.3;1273930.0;258990000;2015;;45.0;Hamovniki;Malaja Pirogovskaja;Frunzenskaja
Apple Real Estate;Агентство недвижимости;Moskva;6;7;5;220.0;1181818.0;260000000;1999;;20.0;Hamovniki;1-j Zachat'evskij pereulok;Kropotkinskaja
ЛюксДом;Агентство недвижимости;Moskva;17;17;5;643.9;407283.0;262249671;2008;328.0;18.0;Ramenki;Michurinskij prospekt;Lomonosovskij prospekt
FS PROPERTY;Агентство недвижимости;Moskva;5;6;5;201.0;1311821.0;263676159;1997;;19.0;Hamovniki;Mansurovskij pereulok;Park Kul'tury
САДОВЫЕ КВАРТАЛЫ. Офис продаж;Агентство недвижимости;Moskva;13;14;5;258.63;1063295.0;275000000;2022;;54.0;Hamovniki;Usacheva;Sportivnaja
Intermark Real Estate - ранее Savills - городская недвижимость;Агентство недвижимости;Moskva;8;9;5;293.0;955631.0;280000000;2006;234.0;30.0;Ochakovo-Matveevskoe;Starovolynskaja;Minskaja
FriendlyHome;Агентство недвижимости;Moskva;2;2;5;236.91;1181883.0;280000000;2021;131.0;100.0;Tverskoj;Dolgorukovskaja;Novoslobodskaja
Point Estate Город;Агентство недвижимости;Moskva;4;7;5;185.0;1558896.0;288395799;1912;110.0;40.0;Jakimanka;Lavrushinskij pereulok;Tret'jakovskaja
Павел Билецкий;Риелтор;Moskva;5;6;5;312.0;924345.0;288395799;1912;;;Arbat;Povarskaja;Arbatskaja
МЕЗОН;Агентство недвижимости;Moskva;8;9;5;160.0;1802473.0;288395799;1999;101.0;15.0;Presnenskij;Tverskoj bul'var;Tverskaja
Chase R.E.S.;Агентство недвижимости;Moskva;4;6;5;184.0;1567368.0;288395799;;135.0;40.0;Jakimanka;Lavrushinskij pereulok;Tret'jakovskaja
Kalinka Group;Агентство недвижимости;Moskva;3;6;5;340.0;850000.0;289000000;1999;;;Filevskij park;Zvenigorodskaja;Kuntsevskaja
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;3;6;5;340.0;850000.0;289000000;1999;154.0;18.0;Filevskij park;Zvenigorodskaja;Kuntsevskaja
Gethome;Агентство недвижимости;Moskva;7;7;5;261.8;1107715.0;290000000;2019;;;Jakimanka;Bol'shaja Poljanka;Poljanka
ФОРА;Агентство недвижимости;Moskva;2;3;5;244.4;1200000.0;293280000;1850;204.0;26.0;Hamovniki;Volhonka;Borovitskaja
VESTADOM;Агентство недвижимости;Moskva;11;12;5;254.1;1153453.0;293092531;2002;;30.0;Presnenskij;Shvedskij tupik;Chehovskaja
Ксения Жданова;Риелтор;Moskva;16;20;5;230.9;1280000.0;295552000;2021;;;Presnenskij;Srednij Tishinskij pereulok;Belorusskaja
PEOPLE;Агентство недвижимости;Moskva;4;11;5;203.0;1453201.0;295000000;2014;;;Hamovniki;Pogodinskaja;Frunzenskaja
Адрес;Агентство недвижимости;Moskva;30;30;5;424.0;699612.0;296635679;;206.0;;Schukino;Aviatsionnaja;Schukinskaja
Intermark Real Estate - ранее Savills - городская недвижимость;Агентство недвижимости;Moskva;8;10;5;255.6;1169796.0;299000000;2002;205.0;25.0;Arbat;Filippovskij pereulok;Kropotkinskaja
Kalinka Group;Агентство недвижимости;Moskva;30;31;5;414.0;726462.0;300755619;2008;;;Ochakovo-Matveevskoe;Nezhinskaja;Kuntsevskaja
Premium Realty;Агентство недвижимости;Moskva;2;7;5;313.0;955268.0;298999000;2001;190.0;51.0;Hamovniki;7-j Rostovskij pereulok;Kievskaja
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;8;9;5;255.6;1169796.0;299000000;2002;;;Arbat;Filippovskij pereulok;Kropotkinskaja
Chase R.E.S.;Агентство недвижимости;Moskva;8;10;5;256.0;1167968.0;299000000;2004;165.0;30.0;Arbat;Filippovskij pereulok;
Kalinka Group;Агентство недвижимости;Moskva;8;9;5;255.6;1169796.0;299000000;2002;;;Arbat;Filippovskij pereulok;Kropotkinskaja
Елена Юргенева;Риелтор;Moskva;7;7;5;380.0;789473.0;299999999;1997;;;Ramenki;Minskaja;Minskaja
Метриум-Премиум Городская недвижимость;Агентство недвижимости;Moskva;6;7;5;271.7;1122103.0;304875559;2011;;;Hamovniki;Smolenskij bul'var;Smolenskaja
FS PROPERTY;Агентство недвижимости;Moskva;2;10;5;250.2;1234994.0;308995499;2007;166.0;20.0;Hamovniki;3-ja Frunzenskaja;Frunzenskaja
Century 21 Street Realty;Агентство недвижимости;Moskva;8;9;5;254.0;1220472.0;310000000;2021;;;Hamovniki;Savvinskaja naberezhnaja;Kievskaja
Kalinka Group;Агентство недвижимости;Moskva;7;8;5;340.0;1735294.0;590000000;2012;;;Arbat;Bol'shoj Afanas'evskij pereulok;Arbatskaja
Intermark Real Estate - ранее Savills - городская недвижимость;Агентство недвижимости;Moskva;4;7;5;185.6;1681616.0;312107949;1912;128.0;18.0;Jakimanka;Lavrushinskij pereulok;Tret'jakovskaja
Метриум-Премиум Городская недвижимость;Агентство недвижимости;Moskva;13;13;5;272.2;1153583.0;314005347;2016;;;Ramenki;Vorob'evskoe shosse;Sportivnaja
Vesco Realty;Агентство недвижимости;Moskva;3;10;5;305.0;1049180.0;320000000;2009;;;Basmannyj;Kazarmennyj pereulok;Chistye prudy
Intermark Real Estate - ранее Savills - городская недвижимость;Агентство недвижимости;Moskva;4;5;5;219.0;1506849.0;330000000;2006;172.0;25.0;Arbat;Borisoglebskij pereulok;Arbatskaja
Chase R.E.S.;Агентство недвижимости;Moskva;5;10;5;202.0;1633663.0;330000000;2014;94.0;15.0;Hamovniki;Pogodinskaja;Park Kul'tury
Капиталъ-Недвижимость;Агентство недвижимости;Moskva;1;6;5;250.0;1320000.0;330000000;2020;;;Zamoskvorech'e;Bol'shoj Ordynskij pereulok;Tret'jakovskaja
Delight  Realty;Агентство недвижимости;Moskva;3;7;5;188.0;1805783.0;339487391;2010;;20.0;Hamovniki;Eropkinskij pereulok;Park Kul'tury
NF Group - ex-Knight Frank Russia;Агентство недвижимости;Moskva;4;8;5;412.0;823987.0;339483055;2007;;20.0;Hamovniki;Zemledel'cheskij pereulok;Smolenskaja
Времена года;Агентство недвижимости;Moskva;6;12;5;227.0;1502202.0;341000000;2021;112.0;40.0;Hamovniki;Usacheva;Sportivnaja
Point Estate Город;Агентство недвижимости;Moskva;1;7;5;330.0;1048711.0;346074959;2006;264.0;;Ochakovo-Matveevskoe;Starovolynskaja;Minskaja
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;5;6;5;225.0;1538110.0;346074959;2005;132.0;12.0;Presnenskij;Skatertnyj pereulok;Arbatskaja
Delight  Realty;Агентство недвижимости;Moskva;5;6;5;237.0;1494999.0;354314839;2005;;18.0;Presnenskij;Skatertnyj pereulok;Arbatskaja
Smolenka Estate;Агентство недвижимости;Moskva;1;6;5;310.0;1129032.0;350000000;2019;;;Hamovniki;Usacheva;Frunzenskaja
PEOPLE;Агентство недвижимости;Moskva;2;6;5;305.0;1147540.0;350000000;2021;;;Hamovniki;Usacheva;Sportivnaja
Premium Realty;Агентство недвижимости;Moskva;2;6;5;320.0;1093437.0;349900000;2019;;;Hamovniki;Usacheva;Sportivnaja
ALFA real estate;Агентство недвижимости;Moskva;15;16;5;280.26;1248840.0;350000000;2022;177.0;53.0;Presnenskij;Zvenigorodskoe shosse;Ulitsa 1905 goda
Point Estate Город;Агентство недвижимости;Moskva;57;76;5;303.4;1194782.0;362497040;2010;242.0;;Presnenskij;naberezhnaja Presnenskaja;Vystavochnaja
Vesco Realty;Агентство недвижимости;Moskva;3;6;5;250.0;1450218.0;362554719;2003;;;Hamovniki;Bol'shoj Levshinskij pereulok;Smolenskaja
Chase R.E.S.;Агентство недвижимости;Moskva;3;7;5;252.0;1438709.0;362554719;2003;135.0;26.0;Hamovniki;Bol'shoj Levshinskij pereulok;Park Kul'tury
Gethome;Агентство недвижимости;Moskva;3;7;5;255.6;1418445.0;362554719;2003;;;Hamovniki;Bol'shoj Levshinskij pereulok;Smolenskaja
Времена года;Агентство недвижимости;Moskva;11;11;5;227.64;1603408.0;365000000;2022;;;Hamovniki;Usacheva;Sportivnaja
Apple Real Estate;Агентство недвижимости;Moskva;7;11;5;273.0;1343130.0;366674659;2007;166.0;25.0;Jakimanka;Malaja Poljanka;Poljanka
Savoir realty;Агентство недвижимости;Moskva;11;14;5;300.0;1222248.0;366674659;2003;139.0;22.0;Hamovniki;1-j Neopalimovskij pereulok;Park Kul'tury
Premium Realty;Агентство недвижимости;Moskva;15;16;5;520.0;711536.0;369999000;2008;350.0;60.0;Hamovniki;Ruzhejnyj pereulok;Smolenskaja
Point Estate Город;Агентство недвижимости;Moskva;3;5;5;230.0;1608695.0;370000000;2009;184.0;;Hamovniki;2-j Zachat'evskij pereulok;Kropotkinskaja
FS PROPERTY;Агентство недвижимости;Moskva;3;8;5;230.0;1608695.0;370000000;2009;;;Hamovniki;2-j Zachat'evskij pereulok;Park Kul'tury
VESTADOM;Агентство недвижимости;Moskva;3;5;5;240.0;1541666.0;370000000;2009;170.0;25.0;Hamovniki;2-j Zachat'evskij pereulok;Park Kul'tury
Chase R.E.S.;Агентство недвижимости;Moskva;3;5;5;240.0;1541666.0;370000000;2009;138.0;23.0;Hamovniki;2-j Zachat'evskij pereulok;Kropotkinskaja
Premium Realty;Агентство недвижимости;Moskva;15;16;5;520.0;711536.0;369999000;2008;350.0;60.0;Hamovniki;Ruzhejnyj pereulok;Smolenskaja
Gethome;Агентство недвижимости;Moskva;3;5;5;230.0;1608695.0;370000000;2009;;;Hamovniki;2-j Zachat'evskij pereulok;Park Kul'tury
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;8;10;5;306.5;1209770.0;370794599;2011;;;Basmannyj;Kazarmennyj pereulok;Kurskaja
Kalinka Group;Агентство недвижимости;Moskva;5;15;5;207.9;1812773.0;376875631;2015;;;Tverskoj;Ohotnyj Rjad;Ohotnyj rjad
ЛюксДом;Агентство недвижимости;Moskva;3;6;5;208.0;1812773.0;377056908;2006;106.0;21.0;Hamovniki;pereulok Korobejnikov;Park Kul'tury
Webster;Агентство недвижимости;Moskva;7;11;5;273.4;1371304.0;374914539;2007;230.0;15.0;Jakimanka;Malaja Poljanka;Poljanka
Must Have buro;Агентство недвижимости;Moskva;2;8;5;245.9;1541417.0;379034479;2010;;;Hamovniki;pereulok Hilkov;Park Kul'tury
Must Have buro;Агентство недвижимости;Moskva;3;6;5;213.0;1816177.0;386845886;2006;;;Hamovniki;pereulok Korobejnikov;Park Kul'tury
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;2;12;5;303.0;1287128.0;390000000;2015;200.0;18.0;Hamovniki;Malaja Pirogovskaja;Frunzenskaja
САДОВЫЕ КВАРТАЛЫ. Офис продаж;Агентство недвижимости;Moskva;12;12;5;315.0;1253968.0;395000000;2022;;;Hamovniki;Usacheva;Sportivnaja
ALVO Group;Агентство недвижимости;Moskva;1;7;5;201.6;1983630.0;399900000;2015;135.0;20.0;Hamovniki;Efremova;Sportivnaja
Intermark Real Estate - ранее Savills - городская недвижимость;Агентство недвижимости;Moskva;8;10;5;273.4;1480004.0;404633295;2007;221.0;25.0;Jakimanka;Malaja Poljanka;Poljanka
TimeProperty;Агентство недвижимости;Moskva;1;7;5;201.6;2000000.0;403200000;2015;;;Hamovniki;Efremova;Sportivnaja
Vesco Realty;Агентство недвижимости;Moskva;1;7;5;202.0;1996039.0;403200000;2016;;;Hamovniki;Efremova;Sportivnaja
Vesco Realty;Агентство недвижимости;Moskva;11;11;5;231.0;1783523.0;411993999;2004;;;Hamovniki;1-j Neopalimovskij pereulok;Smolenskaja
Point Estate Город;Агентство недвижимости;Moskva;6;7;5;341.0;1255131.0;428000000;2003;272.0;;Hamovniki;1-j Obydenskij pereulok;Kropotkinskaja
Intermark Real Estate - ранее Savills - городская недвижимость;Агентство недвижимости;Moskva;4;7;5;252.3;1749576.0;441418140;2003;202.0;25.0;Hamovniki;Bol'shoj Levshinskij pereulok;Park Kul'tury
Vesco Realty;Агентство недвижимости;Moskva;4;7;5;252.0;1765688.0;444953519;2003;;;Hamovniki;Bol'shoj Levshinskij pereulok;Smolenskaja
Chase R.E.S.;Агентство недвижимости;Moskva;4;7;5;252.0;1765688.0;444953519;2003;135.0;26.0;Hamovniki;Bol'shoj Levshinskij pereulok;Park Kul'tury
TimeProperty;Агентство недвижимости;Moskva;7;7;5;296.4;1518218.0;450000000;;;;Tverskoj;Bol'shaja Dmitrovka;Teatral'naja
FS PROPERTY;Агентство недвижимости;Moskva;11;11;5;227.64;1994377.0;454000000;2022;;;Hamovniki;Usacheva;Sportivnaja
PEOPLE;Агентство недвижимости;Moskva;2;3;5;314.5;1440996.0;453193399;1906;;;Presnenskij;Hlebnyj pereulok;Arbatskaja
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;4;7;5;273.0;1700000.0;464100000;2015;165.0;25.0;Hamovniki;Efremova;Sportivnaja
TimeProperty;Агентство недвижимости;Moskva;5;7;5;412.0;1199982.0;494392799;2006;272.0;26.0;Hamovniki;Zemledel'cheskij pereulok;Kievskaja
Intermark Real Estate - ранее Savills - городская недвижимость;Агентство недвижимости;Moskva;5;8;5;173.2;2861043.0;495532734;1965;101.0;27.0;Presnenskij;Malaja Bronnaja;Majakovskaja
Метриум-Премиум Городская недвижимость;Агентство недвижимости;Moskva;9;14;5;363.0;1520859.0;552071959;2003;125.0;;Hamovniki;1-j Neopalimovskij pereulok;Park Kul'tury
Premium Realty;Агентство недвижимости;Moskva;9;13;5;402.0;1369213.0;550423983;2003;280.0;40.0;Hamovniki;1-j Neopalimovskij pereulok;Smolenskaja
Smolenka Estate;Агентство недвижимости;Moskva;11;11;5;363.0;1520859.0;552071959;2004;;;Hamovniki;1-j Neopalimovskij pereulok;Smolenskaja
Елена Коренская;Риелтор;Moskva;3;8;5;273.0;2059969.0;562371809;2015;;;Hamovniki;Efremova;Sportivnaja
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;6;6;5;270.4;2116156.0;572208700;2004;;;Hamovniki;Butikovskij pereulok;Kropotkinskaja
Smolenka Estate;Агентство недвижимости;Moskva;4;6;5;366.0;1575933.0;576791599;2016;186.0;;Hamovniki;Efremova;Sportivnaja
Винидиктов и Партнеры;Агентство недвижимости;Moskva;8;8;5;308.0;1872699.0;576791599;2004;;10.0;Presnenskij;Bol'shoj Kozihinskij pereulok;Pushkinskaja
NF Group - ex-Knight Frank Russia;Агентство недвижимости;Moskva;11;11;5;363.0;1588957.0;576791599;2003;;20.0;Hamovniki;1-j Neopalimovskij pereulok;Smolenskaja
Kalinka Group;Агентство недвижимости;Moskva;1;4;5;233.0;2475500.0;576791599;1910;;;Arbat;Malaja Molchanovka;Arbatskaja
Vesco Realty;Агентство недвижимости;Moskva;4;7;5;366.0;1575933.0;576791599;2016;;;Hamovniki;Efremova;Sportivnaja
PEOPLE;Агентство недвижимости;Moskva;4;8;5;357.5;1613403.0;576791599;2015;;;Hamovniki;Efremova;Sportivnaja
Savoir realty;Агентство недвижимости;Moskva;6;6;5;300.0;2005037.0;601511239;2004;145.0;25.0;Hamovniki;Butikovskij pereulok;
Gethome;Агентство недвижимости;Moskva;3;8;5;260.0;2329350.0;605631179;2011;;;Presnenskij;Bogoslovskij pereulok;Pushkinskaja
Chase R.E.S.;Агентство недвижимости;Moskva;4;6;5;351.0;1878035.0;659190399;2010;137.0;31.0;Hamovniki;1-j Obydenskij pereulok;Kropotkinskaja
Vesco Realty;Агентство недвижимости;Moskva;7;7;5;246.0;2847113.0;700389799;2003;;;Hamovniki;Bol'shoj Levshinskij pereulok;Smolenskaja
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;7;7;5;273.3;2562714.0;700389799;2003;;;Hamovniki;Bol'shoj Levshinskij pereulok;Smolenskaja
Penny Lane Realty Жилая недвижимость;Агентство недвижимости;Moskva;8;8;5;302.0;2391766.0;722313599;2006;195.0;10.0;Presnenskij;Bol'shoj Palashevskij pereulok;Pushkinskaja
Delight  Realty;Агентство недвижимости;Moskva;5;6;5;431.0;1720624.0;741589199;2004;215.0;27.0;Hamovniki;Butikovskij pereulok;Kropotkinskaja
Gethome;Агентство недвижимости;Moskva;5;6;5;430.9;1816636.0;782788599;2003;;;Hamovniki;Butikovskij pereulok;Park Kul'tury
Инна Баденко;Риелтор;Moskva;10;12;5;233.5;3387702.0;791028479;2014;;22.0;Hamovniki;Trubetskaja;Frunzenskaja
Premium Moscow;Агентство недвижимости;Moskva;11;14;5;250.0;3295951.0;823987999;2021;;;Hamovniki;pereulok 1-j Truzhenikov;Kievskaja
FS PROPERTY;Агентство недвижимости;Moskva;12;12;5;300.0;2746626.0;823987999;2014;;;Hamovniki;Efremova;Frunzenskaja
OXE CAPITAL - Элитная Недвижимость;Агентство недвижимости;Moskva;7;7;5;297.0;3030303.0;900000000;2015;68.0;22.0;Arbat;1-j Smolenskij pereulok;Smolenskaja
Метриум-Премиум Городская недвижимость;Агентство недвижимости;Moskva;6;6;5;374.0;2471963.0;924514535;2008;;;Hamovniki;pereulok Hilkov;Park Kul'tury
PEOPLE;Агентство недвижимости;Moskva;5;9;5;490.7;1862923.0;914136407;2015;;;Hamovniki;Efremova;Sportivnaja
Unique;Агентство недвижимости;Moskva;6;6;5;640.0;1725224.0;1104143919;2000;;;Presnenskij;Bol'shaja Nikitskaja;Barrikadnaja
АЭРОБУС;Агентство недвижимости;Moskva;4;5;5;300.0;4666666.0;1400000000;1910;150.0;50.0;Hamovniki;Ostozhenka;Kropotkinskaja
